run,alpha,img1_detect,img1_compute,img1_keypoints,img2_detect,img_2_compute,img2_keypoints,keypoint_shift,copy,match_time,matches_found,filter,stitch_time,total_time
1,0.5,0.30828046798706055,0.26824283599853516,14880,0.15514111518859863,0.2572331428527832,6854,0.0020024776458740234,0.0,0.269244909286499,460,0.005004405975341797,0.008006811141967773,1.2731561660766602
